DEPARTMENT_NAME,TITLE,REGULAR,OTHER,OVERTIME,INJURED,DETAIL,QUINN_EDUCATION_INCENTIVE,TOTAL_GROSS
BPS Boston Latin,Guidance Counselor(1),"118,178.84",750,,,,,"118,928.84"
Boston Fire Department,Fire Fighter,"104,044.30",550,"12,477.93",,"1,856.00",,"118,928.23"
BPS Clap Elementary,Principal Elementary,"118,927.62",,,,,,"118,927.62"
Treasury-Treasury Division,Supv-Accounting,"108,170.66","10,755.58",,,,,"118,926.24"
English Language Learn,Specialist (BTU),"114,055.50","4,850.63",,,,,"118,906.13"
Boston Police Department,ChCommEquipOper I (SCTT),"64,494.78",250,"54,159.96",,,,"118,904.74"
BPS Alternative Education HS,Teacher,"118,301.88",600,,,,,"118,901.88"
Boston Police Department,Police Officer,"107,356.46","4,185.10","7,327.74",,,,"118,869.30"
BPS Counseling Service,School Psychologist(1),"117,561.80","1,300.00",,,,,"118,861.80"
BPS Winthrop Elementary,Teacher,"118,861.08",,,,,,"118,861.08"
King K-8,Teacher,"118,861.08",,,,,,"118,861.08"
BPS Kenny Elementary,Teacher,"118,860.89",,,,,,"118,860.89"
BPS Boston Latin,Teacher,"118,210.40",650,,,,,"118,860.40"
Mattahunt Elementary School,Teacher,"115,088.04","3,750.00",,,,,"118,838.04"
UP Academy Holland,Director (D) (non-ac),"110,830.49","8,000.00",,,,,"118,830.49"
BPS Boston Latin,Teacher,"118,578.72",250,,,,,"118,828.72"
Boston Police Department,Police Detective,95.83,"61,096.64",,"57,632.37",,,"118,824.84"
BPS Boston Comm Leadership Ac,Guidance Counselor(1),"115,474.08","3,350.00",,,,,"118,824.08"
BPS Harvard/Kent Elementary,Teacher,"118,819.00",,,,,,"118,819.00"
Haynes EEC,Teacher,"118,414.04",400,,,,,"118,814.04"
BPS Snowden International Hi,Student Dev Counselor (1),"115,403.86","3,400.00",,,,,"118,803.86"
Mildred Avenue K-8,Teacher,"115,832.34","2,968.56",,,,,"118,800.90"
Office of Streets,Prin Admin Asst(Btd),"116,181.00","2,234.25",383.01,,,,"118,798.26"
Curley K-8,Teacher,"117,193.44","1,603.48",,,,,"118,796.92"
Young Achievers K-8,Teacher,"114,544.81","4,250.00",,,,,"118,794.81"
Haley Pilot,Teacher,"117,478.92","1,301.61",,,,,"118,780.53"
BPS O'Bryant School,SpEd Support Svcs Coordinator,"118,778.92",,,,,,"118,778.92"
BPS Boston Latin,Teacher,"118,778.92",,,,,,"118,778.92"
BPS East Boston High,Teacher,"118,778.92",,,,,,"118,778.92"
BPS Boston Latin,Teacher,"118,778.92",,,,,,"118,778.92"
BPS Latin Academy,Nurse,"118,778.92",,,,,,"118,778.92"
BPS Special Education,Speech & Language Pathologist,"118,778.92",,,,,,"118,778.92"
Boston Police Department,Police Offc Acad Instr 2$6,"96,860.10",800,"1,740.67",,,"19,372.00","118,772.77"
BPS Hennigan Elementary,Teacher,"115,572.60","3,200.00",,,,,"118,772.60"
BPS Orchard Gardens K-8 Pilot,Teacher,"115,206.48","3,560.44",,,,,"118,766.92"
BPS Lee Elementary,Teacher,"116,211.18","2,552.20",,,,,"118,763.38"
Boston Police Department,Police Officer,"98,661.76","3,644.31","16,454.12",,,,"118,760.19"
BPS Taylor Elementary,Teacher,"114,872.68","3,875.00",,,,,"118,747.68"
BPS Timilty Middle,Teacher,"118,746.80",,,,,,"118,746.80"
BPS Special Education,Speech & Language Pathologist,"118,640.32",103.48,,,,,"118,743.80"
East Boston EEC,Teacher,"109,513.04","9,229.64",,,,,"118,742.68"
BPS Blackstone Elementary,Teacher,"108,495.92","10,245.67",,,,,"118,741.59"
Public Works Department,Motor Equip Rep Frpr I (CFM)##,"93,359.48","2,160.14","23,207.75",,,,"118,727.37"
BPS Mckay Elementary,Teacher,"112,590.35","6,135.50",,,,,"118,725.85"
BPS Ohrenberger Elementary,Teacher,"113,572.03","5,150.00",,,,,"118,722.03"
BPS East Boston High,Teacher,"118,701.88",,,,,,"118,701.88"
BPS Boston International HS,Guidance Counselor(1),"117,694.28","1,000.00",,,,,"118,694.28"
BPS Counseling Service,School Psychologist(1),"117,478.92","1,213.92",,,,,"118,692.84"
Boston Police Department,Police Officer,"-1,973.01","10,665.06",,"109,995.28",,,"118,687.33"
BPS Quincy Elementary,Teacher,"116,734.60","1,950.00",,,,,"118,684.60"
BPS Blackstone Elementary,Teacher,"115,699.88","2,981.32",,,,,"118,681.20"
BPS Latin Academy,Teacher,"117,478.92","1,200.00",,,,,"118,678.92"
Boston Police Department,Police Officer,"74,491.70",800,"27,004.16",,"9,200.00","7,176.65","118,672.51"
Boston Police Department,Police Officer,"91,633.23",850,"7,492.58",,368,"18,326.49","118,670.30"
BPS Mather Elementary,Teacher,"117,166.91","1,500.00",,,,,"118,666.91"
Boston Police Department,Police Officer,"90,009.78",800,"9,855.06",,,"18,001.92","118,666.76"
BPS Murphy Elementary,Teacher,"118,660.88",,,,,,"118,660.88"
BPS Quincy Elementary,Teacher,"118,660.88",,,,,,"118,660.88"
BPS Sumner Elementary,Teacher,"118,660.88",,,,,,"118,660.88"
BPS Chittick Elementary,Teacher,"118,660.88",,,,,,"118,660.88"
BPS Murphy Elementary,Teacher,"118,660.88",,,,,,"118,660.88"
BPS Hale Elementary,Teacher,"118,660.88",,,,,,"118,660.88"
Hurley K-8,Teacher,"118,660.88",,,,,,"118,660.88"
BPS Boston Latin,Teacher,"115,410.88","3,250.00",,,,,"118,660.88"
BPS Boston Latin,Teacher,"118,659.64",,,,,,"118,659.64"
Edison K-8,Teacher,"118,658.36",,,,,,"118,658.36"
BPS Special Education,Physical Therapist,"118,654.12",,,,,,"118,654.12"
BPS Latin Academy,Teacher,"118,301.88",350,,,,,"118,651.88"
BPS Special Education,Speech & Language Pathologist,"118,640.32",,,,,,"118,640.32"
BPS Mason Elementary,Nurse,"118,640.14",,,,,,"118,640.14"
BPS Boston Arts Academy,Social Worker/Coordinator,"118,125.50",500,,,,,"118,625.50"
Boston Police Department,Police Officer,"99,842.86",800,"10,436.11",,"7,544.00",,"118,622.97"
BPS Charlestown High,Teacher,"117,478.92","1,138.28",,,,,"118,617.20"
BPS Cl#10 Lee Academy,Teacher,"118,610.28",,,,,,"118,610.28"
Boston Police Department,Police Officer,"109,008.77",800,"8,794.22",,,,"118,602.99"
BPS Boston Latin,Guidance Counselor(1),"110,445.92","8,153.75",,,,,"118,599.67"
Boston Police Department,Police Officer,"93,635.58",800,"5,252.81",,184,"18,727.05","118,599.44"
BPS Counseling Service,School Psychologist(1),"117,478.92","1,100.00",,,,,"118,578.92"
BPS Special Education,Teacher,"118,578.72",,,,,,"118,578.72"
BPS Boston Latin,Teacher,"118,578.72",,,,,,"118,578.72"
BPS Special Education,Speech & Language Pathologist,"118,578.72",,,,,,"118,578.72"
BPS Special Education,Speech & Language Pathologist,"118,578.72",,,,,,"118,578.72"
BPS Special Education,Occupational Therapist,"118,578.72",,,,,,"118,578.72"
BPS Special Education,Speech & Language Pathologist,"118,578.72",,,,,,"118,578.72"
BPS Latin Academy,Teacher,"118,578.72",,,,,,"118,578.72"
BPS Snowden International Hi,Teacher,"118,578.72",,,,,,"118,578.72"
HPEC: Com Acd Science & Health,SpEd Support Svcs Coordinator,"118,578.72",,,,,,"118,578.72"
BPS Special Education,Speech & Language Pathologist,"118,578.72",,,,,,"118,578.72"
BPS Boston Comm Leadership Ac,Guidance Counselor(1),"118,578.72",,,,,,"118,578.72"
BPS O'Bryant School,Teacher,"118,578.72",,,,,,"118,578.72"
BPS East Boston High,Teacher,"118,578.72",,,,,,"118,578.72"
BPS Human Resource Team,Teacher,"118,578.72",,,,,,"118,578.72"
BPS Counseling Service,School Psychologist(1),"117,967.02",600,,,,,"118,567.02"
BPS Bates Elementary,Teacher,"117,561.08","1,000.00",,,,,"118,561.08"
Procurement,Asst Purchasing Agent,"116,181.03","2,359.25",,,,,"118,540.28"
BTU Pilot,Teacher,"110,222.84",,,,,,"118,537.19"
BPS Madison Park High,SpEd Support Svcs Coordinator,"118,535.04",,,,,,"118,535.04"
Boston Police Department,Police Officer,,"12,247.75",,"88,572.69",,"17,714.40","118,534.84"
BPS Special Education,Speech & Language Pathologist,"117,478.92","1,050.00",,,,,"118,528.92"
BPS Boston Comm Leadership Ac,Teacher,"117,561.08",964.05,,,,,"118,525.13"
BPS East Boston High,Teacher,"116,510.68","2,000.00",,,,,"118,510.68"
Mildred Avenue K-8,Teacher,"112,947.23","5,552.20",,,,,"118,499.43"
King K-8,Teacher,"113,347.07","5,143.32",,,,,"118,490.39"
Haley Pilot,Teacher,"118,239.12",249.5,,,,,"118,488.62"
Eliot K-8,Teacher,"102,671.94","15,813.70",,,,,"118,485.64"
Tech Boston Academy,Teacher,"115,083.62","3,400.00",,,,,"118,483.62"
BPS Carter Center,Social Worker/Coordinator,"117,478.92","1,000.00",,,,,"118,478.92"
BPS Winship Elementary,Teacher,"114,648.88","3,820.00",,,,,"118,468.88"
BPS Mather Elementary,Teacher,"118,261.00",200,,,,,"118,461.00"
BPS Conley Elementary,Teacher,"118,431.50",,,,,,"118,431.50"
Boston Police Department,Police Officer,,"16,483.71",,"101,944.44",,,"118,428.15"
Boston Fire Department,Fire Fighter,"105,203.08","2,717.86","8,641.21",,"1,856.00",,"118,418.15"
Strategy Department,Director (NonAcad) D,"118,418.04",,,,,,"118,418.04"
Research Assess & Eval,Director (NonAcad) D,"118,418.04",,,,,,"118,418.04"
BPS Lee Elementary,Teacher,"117,595.18",818.48,,,,,"118,413.66"
BPS Horace Mann,Speech & Language Pathologist,"118,410.38",,,,,,"118,410.38"
"Greenwood, S K-8",Teacher,"117,561.08",842.61,,,,,"118,403.69"
BPS Taylor Elementary,SpEd Support Svcs Coordinator,"118,396.84",,,,,,"118,396.84"
BPS Counseling Service,School Psychologist(1),"112,761.06","5,625.32",,,,,"118,386.38"
Boston Police Department,Police Officer,"100,294.64",850,"17,238.41",,,,"118,383.05"
Frederick Pilot Middle,Teacher,"118,380.40",,,,,,"118,380.40"
Gardner Pilot  Academy,Teacher,"118,380.40",,,,,,"118,380.40"
HPEC: Com Acd Science & Health,Teacher,"116,110.80","2,269.60",,,,,"118,380.40"
BPS Mckay Elementary,Teacher,"114,872.68","3,505.61",,,,,"118,378.29"
Assessing Department,Dir  of Valuation,"118,374.41",,,,,,"118,374.41"
HPEC: Com Acd Science & Health,Teacher,"117,297.62","1,034.80",,,,,"118,332.42"
BPS Boston Comm Leadership Ac,Teacher,"118,178.84",150,,,,,"118,328.84"
Mildred Avenue K-8,Teacher,"118,321.32",,,,,,"118,321.32"
Boston Fire Department,Fire Fighter,"88,194.47",550,"23,060.83",,"6,505.25",,"118,310.55"
BPS O'Bryant School,Teacher,"118,301.88",,,,,,"118,301.88"
BPS East Boston High,Teacher,"118,301.88",,,,,,"118,301.88"
BPS O'Bryant School,Teacher,"118,301.88",,,,,,"118,301.88"
BPS Special Education,Specialist (BTU),"118,301.88",,,,,,"118,301.88"
Teaching & Learning,Teacher,"118,301.88",,,,,,"118,301.88"
BPS Murphy Elementary,Teacher,"118,295.10",,,,,,"118,295.10"
BPS Special Education,Speech & Language Pathologist,"118,284.57",,,,,,"118,284.57"
Boston Fire Department,Fire Fighter,"101,853.21",550,"12,129.31","3,750.40",,,"118,282.92"
BPS Madison Park High,Teacher,"106,810.94","11,471.41",,,,,"118,282.35"
BPS McKinley Middle,Teacher,"118,278.82",,,,,,"118,278.82"
BPS Burke High,Rotc Instructor,"117,736.90",532,,,,,"118,268.90"
BPS Lee Elementary,Teacher,"118,261.00",,,,,,"118,261.00"
BPS Manning Elementary,Teacher,"118,261.00",,,,,,"118,261.00"
BPS Ohrenberger Elementary,Teacher,"118,261.00",,,,,,"118,261.00"
BPS Mckay Elementary,Teacher,"118,261.00",,,,,,"118,261.00"
BPS Mather Elementary,Teacher,"118,261.00",,,,,,"118,261.00"
Warren/Prescott K-8,Teacher,"118,261.00",,,,,,"118,261.00"
BPS Adams Elementary,Teacher,"118,256.52",,,,,,"118,256.52"
BPS Human Resource Team,Teacher,"118,249.58",,,,,,"118,249.58"
Treasury-Treasury Division,Supv-Accounting,"108,170.67","10,064.48",,,,,"118,235.15"
Lyndon K-8,Teacher,"117,083.68","1,150.00",,,,,"118,233.68"
Boston Police Department,Police Officer,"42,555.71","5,635.86","5,239.78","64,800.75",,,"118,232.10"
Boston Public Library,Manager of Online Web Serv,"117,040.49","1,175.31",,,,,"118,215.80"
Dpt of Innovation & Technology,Sr Data Proc Sys Anl,"108,170.66","2,080.21","7,963.91",,,,"118,214.78"
BPS Special Education,SpEd Support Svcs Coordinator,"116,710.88","1,500.00",,,,,"118,210.88"
BPS Boston Latin,Teacher,"116,510.68","1,700.00",,,,,"118,210.68"
BPS Boston Latin,Teacher,"118,210.40",,,,,,"118,210.40"
BPS Boston Latin,Teacher,"118,210.40",,,,,,"118,210.40"
BPS Boston Latin,Teacher,"118,210.40",,,,,,"118,210.40"
BPS Brighton High,Teacher,"103,253.35","14,950.00",,,,,"118,203.35"
Tech Boston Academy,Coordinator 9,"113,799.12","4,400.00",,,,,"118,199.12"
BPS English High,Teacher,"108,365.23",,,"9,825.83",,,"118,191.06"
"Kennedy, EM Health Academy",Teacher,"118,189.56",,,,,,"118,189.56"
BPS Bates Elementary,Teacher,"116,179.28","2,000.00",,,,,"118,179.28"
BPS Health Service,Nurse,"118,178.84",,,,,,"118,178.84"
BPS Special Education,Speech & Language Pathologist,"118,178.84",,,,,,"118,178.84"
Haley Pilot,Teacher,"118,178.84",,,,,,"118,178.84"
Ellison/Parks EES,Teacher,"118,178.84",,,,,,"118,178.84"
BPS East Boston High,Teacher,"118,178.84",,,,,,"118,178.84"
BPS Latin Academy,Teacher,"118,178.84",,,,,,"118,178.84"
BPS Snowden International Hi,Teacher,"118,178.84",,,,,,"118,178.84"
BPS Latin Academy,Teacher,"118,178.84",,,,,,"118,178.84"
BPS Special Education,Speech & Language Pathologist,"118,178.84",,,,,,"118,178.84"
Henderson Elementary,Teacher,"118,178.84",,,,,,"118,178.84"
BPS O'Bryant School,Teacher,"118,178.84",,,,,,"118,178.84"
BPS Special Education,Occupational Therapist,"118,178.84",,,,,,"118,178.84"
BPS Special Education,SpEd Support Svcs Coordinator,"118,178.84",,,,,,"118,178.84"
BPS Charlestown High,Teacher,"118,178.84",,,,,,"118,178.84"
Ellison/Parks EES,Teacher,"118,178.84",,,,,,"118,178.84"
P. A. Shaw Elementary,Teacher,"117,561.08",612,,,,,"118,173.08"
BPS Everett Elementary,Teacher,"116,172.68","2,000.00",,,,,"118,172.68"
BPS Alternative Education,Teacher,"113,667.24","4,500.00",,,,,"118,167.24"
Boston Police Department,Police Officer,"39,214.30","3,058.89","1,929.32","61,080.34","12,880.00",,"118,162.85"
Election Division,Chairperson (Elt),"118,153.73",,,,,,"118,153.73"
BPS Channing Elementary,Teacher,"118,131.42",,,,,,"118,131.42"
BPS Murphy Elementary,Teacher,"118,129.38",,,,,,"118,129.38"
BPS Murphy Elementary,Teacher,"118,129.38",,,,,,"118,129.38"
BPS Mather Elementary,Teacher,"118,116.68",,,,,,"118,116.68"
BPS East Boston High,Teacher,"118,114.75",,,,,,"118,114.75"
BPS O'Bryant School,Social Worker/Coordinator,"116,613.48","1,500.00",,,,,"118,113.48"
BPS Hennigan Elementary,Teacher,"117,561.08",550,,,,,"118,111.08"
BPS Dever Elementary,Asst Principal Elementary,"115,604.77",,,,,,"118,106.93"
"Kennedy, EM Health Academy",Teacher,"116,204.88","1,900.00",,,,,"118,104.88"
Hernandez K-8,Teacher,"113,016.24","5,085.44",,,,,"118,101.68"
BPS Irving Middle,Teacher,"118,095.24",,,,,,"118,095.24"
Boston Police Department,Police Officer,"94,425.46",800,"3,982.77",,,"18,885.03","118,093.26"
Boston Police Department,Police Officer,"89,968.90",800,"18,322.76",,,"8,997.01","118,088.67"
BPS Special Education,Teacher,"118,088.56",,,,,,"118,088.56"
Boston Police Department,Police Officer,"90,957.32",800,"25,960.81",,368,,"118,086.13"
Boston Retirement System,Prin Admin Asst,"85,692.14","1,690.27","30,700.57",,,,"118,082.98"
BPS Everett Elementary,Teacher,"115,572.60","2,500.00",,,,,"118,072.60"
Boston Police Department,Police Officer,"37,269.31",800,"12,845.77","55,994.53","6,808.00","4,353.66","118,071.27"
Boston Police Department,Police Officer,"78,717.63",800,"33,359.72","4,270.67",920,,"118,068.02"
Law Department,Asst Corp Counsel III (LAW),"110,687.33","7,363.34",,,,,"118,050.67"
Boston Police Department,Police Officer,,"5,277.19",,"98,283.84",,"14,477.06","118,038.09"
BPS Facility Mgmt/A & R,Sen Sup School Bldgs Alt&Rep,"103,008.04","6,273.00","8,755.50",,,,"118,036.54"
BPS Latin Academy,Teacher,"118,018.52",,,,,,"118,018.52"
BPS Irving Middle,Social Worker/Coordinator,"112,194.68","5,821.12",,,,,"118,015.80"
Boston Police Department,Police Officer,,"3,300.00",,"95,593.03",,"19,118.71","118,011.74"
BPS Murphy Elementary,Teacher,"114,007.24","4,000.00",,,,,"118,007.24"
Henderson Elementary,Teacher,"117,999.10",,,,,,"117,999.10"
BPS Boston Evening Academy,Teacher,"117,982.28",,,,,,"117,982.28"
Teaching & Learning,Teacher,"117,478.92",500,,,,,"117,978.92"
BPS Bradley Elementary,Teacher,"116,480.36","1,490.00",,,,,"117,970.36"
BPS Boston Comm Leadership Ac,Teacher,"115,113.24","2,850.00",,,,,"117,963.24"
BPS Alternative Education HS,Teacher,"116,710.72","1,250.00",,,,,"117,960.72"
Boston Fire Department,Fire Fighter-Technician,"107,462.63",550,"9,562.97",,368,,"117,943.60"
BPS Quincy Elementary,Teacher,"115,572.60","2,369.61",,,,,"117,942.21"
Dpt of Innovation & Technology,Sr Data Proc Sys Anl,"108,170.64","4,285.42","5,469.45",,,,"117,925.51"
Transportation-Parking Clerk,Sr Data Proc Sys Anl (BTD),"116,181.03","1,168.70",574.52,,,,"117,924.25"
BPS Sumner Elementary,Teacher,"84,349.08","33,573.25",,,,,"117,922.33"
Boston Police Department,Police Officer,,"5,125.48",,"95,080.13",,"17,716.13","117,921.74"
BPS Boston Comm Leadership Ac,Teacher,"110,216.60","7,700.00",,,,,"117,916.60"
BPS Transportation,Manager (NonAcad) (D),"117,898.70",,,,,,"117,898.70"
Law Department,Asst Corp Counsel IV (LAW),"115,705.88","2,179.75",,,,,"117,885.63"
Boston Police Department,Police Officer,"-2,708.09","10,521.72",,"110,064.55",,,"117,878.18"
BPS Special Education,SpEd Support Svcs Coordinator,"117,864.68",,,,,,"117,864.68"
BPS Grew Elementary,Teacher,"117,864.24",,,,,,"117,864.24"
BPS New Mission Pilot,Teacher,"114,609.56","3,250.00",,,,,"117,859.56"
BPS Horace Mann,Lead Sign Language Interpreter,"117,856.70",,,,,,"117,856.70"
Green Academy,Nurse,"109,190.00","8,659.68",,,,,"117,849.68"
BPS Human Resource Team,Teacher,"117,842.82",,,,,,"117,842.82"
Boston Police Department,Sr Data Proc Sys Anl,"116,181.09","1,276.72",383.02,,,,"117,840.83"
BPS Counseling Service,School Psychologist(1),"116,830.68","1,005.84",,,,,"117,836.52"
BPS Charlestown High,Teacher,"116,335.94","1,500.46",,,,,"117,836.40"
BPS Taylor Elementary,Teacher,"116,959.00",875,,,,,"117,834.00"
Boston Police Department,Police Officer,"96,039.94",800,"10,771.06",,"10,212.00",,"117,823.00"
BPS Madison Park High,Teacher,"115,541.76","2,280.00",,,,,"117,821.76"
Jackson/Mann K-8,Teacher,"117,311.08",500,,,,,"117,811.08"
Mildred Avenue K-8,Teacher,"115,067.46","2,741.76",,,,,"117,809.22"
BPS South Boston HS - Excel,Teacher,"113,302.73","4,500.00",,,,,"117,802.73"
BPS Special Education,Physical Therapist,"117,788.68",,,,,,"117,788.68"
BPS Special Education,Audiologist,"117,788.68",,,,,,"117,788.68"
Warren/Prescott K-8,Teacher,"117,776.44",,,,,,"117,776.44"
BPS Condon Elementary,Teacher,"117,776.44",,,,,,"117,776.44"
BPS Kenny Elementary,Teacher,"117,776.44",,,,,,"117,776.44"
BPS Murphy Elementary,Specialist (BTU),"117,776.44",,,,,,"117,776.44"
BPS Snowden International Hi,Head of School,"114,268.88","3,500.00",,,,,"117,768.88"
Boston Fire Department,Fire Fighter,"92,845.38",550,"16,885.85",,"7,468.00",,"117,749.23"
BPS East Boston High,Teacher,"116,747.12","1,000.00",,,,,"117,747.12"
Traffic Division,Asst Traffic Sign Supv ##,"82,839.19",250,"34,649.09",,,,"117,738.28"
BPS Boston Latin,Teacher,"117,725.84",,,,,,"117,725.84"
BPS Sumner Elementary,Teacher,"115,224.28","2,500.00",,,,,"117,724.28"
BPS Special Education,Speech & Language Pathologist,"117,710.84",,,,,,"117,710.84"
Boston Police Department,Staff Asst (Administration),"113,347.25","4,359.50",,,,,"117,706.75"
Property Management,Security Offc (Prot Ser),"42,335.83",700,"66,024.30",,"8,646.00",,"117,706.13"
BPS Special Education,Speech & Language Pathologist,"117,705.87",,,,,,"117,705.87"
Edison K-8,Teacher,"110,807.72","6,895.00",,,,,"117,702.72"
BPS Beethoven Elementary,Social Worker/Coordinator,"117,561.08",140,,,,,"117,701.08"
BPS Beethoven Elementary,Teacher,"116,695.64","1,000.00",,,,,"117,695.64"
BPS Latin Academy,Guidance Counselor(1),"117,694.28",,,,,,"117,694.28"
BPS Charlestown High,Teacher,"117,694.28",,,,,,"117,694.28"
Unified Student Svc,Supervisor Of Attendance,"117,694.28",,,,,,"117,694.28"
Boston Police Department,Police Officer,"29,850.54",800,"13,731.29","62,048.32","2,392.00","8,870.58","117,692.73"
BPS Special Education,Speech & Language Pathologist,"117,689.00",,,,,,"117,689.00"
