ratings,dates,review_text
5,2017-07-19,"Home Sweet Home - my all time favorite, just wish it were less costly & on sale when the other scents were."
5,2020-11-30,Boyfriend enjoyed the smell.
5,2022-02-28,Love this candle
5,2018-05-20,I love this candle scent.  It is so pleasant.  This is the third time I have purchased this particular candle.
5,2020-12-12,A great candle
5,2020-10-15,Always love yankee candles
5,2019-07-31,I really like this scent anytime of year.  Highly recommend.
5,2021-03-01,The scent is wonderful.  And yes. It burns a long long time.
5,2021-08-16,Yankee candle is hands down the best. The lingering smell of this sweet candle makes my pad smell like I just made pancakes with syrup I love it
5,2020-01-02,You can’t beat the smell!
5,2020-02-08,Love yankee candle
5,2021-01-11,Never a complaint about Yankee candles! Please have more sales on them!!
5,2020-01-16,Smells great
5,2019-12-04,They throw off black spot no matter how short the wick is. So I break them up and put them in my wax burner and the scent is awesome
5,2019-01-16,"Classic smell, great gift... Everyone loves a good Yankee Candle, right?"
5,2019-03-03,Get em on sale...these are great gifts...make house smell nice...
5,2019-11-01,Smells like a birthday cake
5,2019-11-16,good appears to be hogh
5,2015-12-31,"My fiancé likes it so I like it.  No complaints, good quality candle and it smells so much better than her other pumkin pie candles.  This one is pumkin spice, and it makes me hungry."
5,2022-01-16,The scent. I use candles a lot
5,2015-11-05,"LOVE this scent. Yankee Candles always make my entire home smell wonderful. My house is a single story 3200 sq ft, and 2 candles burning on each end of the house does the job perfectly!"
5,2020-02-27,Love love the smell
5,2019-11-26,Very nice soft scent
5,2014-05-15,I have tried all the Yankee candles pretty much and this passed up my all time fave of Sage and Citrus. It just lets of the greatest smell throughout my house. Highly recommend!
5,2019-12-11,Great candle
5,2020-01-21,Smells great!
5,2021-12-14,Long lasting candle.  Price is good.  An old favorite of mine!
5,2022-08-02,One of my new favorite scents! Super clean and cozy.
5,2021-12-10,"Smells great, long burning"
5,2020-09-04,I receive a damaged candle and Amazon rushed me a replacement for it in 2days time. Your awesome!
5,2019-02-05,This candle smells like Christmas 🤗 if your a fan of cinnamon i highly recommend it!
5,2019-03-05,Yankee candles are always a great purchase! Long lasting.
5,2021-01-06,Love cinnamon ! Perfect price ! The product was very well packaged to insure it did not break and came quickly ! Highly recommend!
5,2017-11-03,A strong scent. But it does not remind me of Autumn or in a park during autumn. Kind of a spicy smell. I like it. I recommend it if you wish to have a strong smell of a fall candle burning in your home.
5,2019-12-09,Always live yankee candles
5,2021-10-20,I absolutely love the scent of this candle
5,2018-02-25,Love love these Candles! They put out 10 plus throw! HIGHLY RECOMMEND!!
5,2022-01-15,It smells so good that it makes me want to BELCH warm vanilla!
5,2019-07-17,Great scent. My favorite.  Long lasting.
5,2014-09-11,Spicy scent. Very cozy and welcoming. Smells like apple pumpkins and cinnamon. Burns nicely.You won't be disappointed in this candle!
5,2019-03-03,This candle makes my whole house smell like I’m slaving away!
5,2020-01-11,Nice fragrance
5,2020-02-01,Good
5,2017-12-30,"Yum! this is definitely my favorite Yankee Candle scent of all time. The only issue is that you receive the product with the old logo, not the new logo like the one in the picture! besides that, great candle."
5,2020-03-11,Best candles ever!
5,2019-12-22,Love this candle
5,2019-05-05,"Llegó muy bien empacada , me encanta la fragancia."
5,2019-08-10,Same great scent and long-lasting candle.
5,2019-02-16,Great smelling candle and much better price than yankee offers.
5,2019-10-16,Best brand candles
5,2020-02-21,It was a gift for my friend. She loves it!
5,2019-10-08,Lovely fragrance but pricey
5,2021-03-24,They smell  wonderful
5,2017-10-23,Yankee Candle never fails. This is my favorite scent and it makes the entire room smell delicious after only a few minutes.
5,2022-07-05,Perfect!
5,2019-05-03,"Gift, love the scent and bought a few for myself"
5,2019-05-06,This one came unbroken and perfect! Smelled nice!
5,2020-05-14,I’m in love with this candle it’s not overpowering and it just makes your soul happy. Definitely recommend
5,2020-01-23,Gift
5,2019-12-09,Yankee Candles last longer than any other candle I’ve used.
5,2019-12-20,Great gift
5,2015-08-21,"This candle smells so amazing. If you like sweet scents, or even just creamy strawberry scents, you will love this. Like most Yankee Candle's this scent is extremely fragrant. I have it burning right now in my house and am currently sitting out on the patio in my backyard, and I can smell it. My whole house smells like yummy strawberry ice cream! I typically go for the Fresh Cut Roses candle, but this is a great and welcome change. The only problem is, now I want some strawberry ice cream!"
5,2020-06-27,"It’s amazing. I recommend it completely. If you love vanilla, this candle is for you!"
5,2020-03-02,"This candle makes my apartment smell like I have brownies in the oven, I’m in love!"
5,2019-12-30,Excellent!
5,2018-12-02,"i buy them from the mall and they're great, easier to shop on amazon though :)"
5,2019-09-27,Vanilla Cupcake....YUM!!
5,2020-01-11,Perfect gift
5,2019-11-10,Smells amazing. It’s my favorite fall and winter scent!
5,2018-11-03,This non smoke emitting candle has a wonderful smell and lasts a long time!
5,2020-01-11,Great
5,2019-11-09,Best candle ever
5,2018-01-17,My wife loves these candles and I admit I do to it makes the house smell a lot better  and this one worked well for the holidays .
5,2020-02-03,Smells good and long lasting
5,2019-12-12,Awesome
5,2019-12-17,Great scent and candle size.
5,2020-03-02,Love it
5,2018-04-12,Smell is very nice. It's my kids favorite that I burn. Scents up the room without a harsh scent.
5,2018-05-21,These are the only candles I like and I got a few of them on Amazon which has a good price.
5,2020-01-07,Love!
5,2019-11-01,I love yankee candles especially cinnamon scent.
5,2021-03-22,The scent is very nice. However the jar was broken and I can not use it. Got a replacement from Yankees candle directly.
5,2019-08-08,Very happy with purchase
5,2022-06-22,Yankee candle is the best brand
5,2020-02-09,I liked the scent
5,2020-05-01,Needed something happy in my new home office. This is perfect!
5,2021-09-15,"Best Yankee vanilla candle. Amazing smell, classic vanilla, with a burnt sugar twist. 10/10 I do recommend"
5,2019-12-20,Nice.
5,2020-03-07,Love the smell
5,2019-09-25,Burns forever and smells amazing
5,2018-12-28,Love YANKEE CANDLE Kitches & Spice mmm love it. Cinnamon n netmeg
5,2021-08-04,"Absolutely perfect, smells amazing and lasts long."
5,2019-12-27,Favorite scent
5,2021-10-09,Love the way it makes the whole house smell!! Very inviting
5,2021-12-23,Really love these candles!
5,2018-11-09,I LOVE yankee candles. They smell so good!! And they burn forever
5,2019-01-10,Perfect for the kitchen - smells strong enough to fill the room
5,2019-12-26,I love this scent
5,2019-01-20,"I truly love these candles, but they are much too expensive."
5,2020-01-02,Love Yankee candle. Love this scent
5,2019-10-14,LI QUE NECESITABA
5,2019-12-10,Very nice
5,2022-06-24,Fast delivery quality is high
5,2018-04-15,Lady likes it. It really smells like chocolate cake. How do they do that? Will it be fattening?
5,2018-09-06,I love this scent!!! My candle came nicely securely packed. Not problems or damage.
5,2010-10-07,"I love Yankee Candles.  I gave this as a gift and it was well-received.  The scent is great, and I strongly recommend Yankee Candles to anyone.  They last longer than most candles and I find them to be more fragrant as well."
5,2013-12-29,"Smells wonderful.  Makes the whole house inviting.This is a repeat purchase, and will continue to be if Yankee candle keeps making this scent.The price was pro with what you'd pay in the store."
5,2019-10-20,Love the smell
5,2015-01-20,"You just can't go wrong.  Quality product that burns right to the bottom ~ wonderful scent that carries. Packaged beautifully, arrived quickly.  Love when items come DIRECT from Amazon!!!"
5,2022-01-29,"Smells good, lasts long- two most important things about a candle. This checks out on both counts. Recommend."
5,2018-03-09,I love the scent of this candle.  I have purchased this candle before and have been very pleased with my purchase
5,2018-12-30,can't go wrong with this wonderful smell anytime of year
5,2019-02-13,Smells great but my favorite is balsam and cedar.
5,2017-06-11,Love this warm scent that fills the room but is not over powering.
5,2020-02-27,Loved it
5,2017-10-29,Came in perfect! Packaging very secure and scent just like the ones at my local yankee candle just better price!
5,2020-01-16,Was a gift
5,2018-01-17,"For me it is warm chocolate pudding and I want to eat it. I will order a second one, mayby even a third one. This is a Must-Have."
5,2020-01-01,Lovely scent and made a lovely hostess gift!
5,2019-01-15,smells great.  even when it's not around the holidaya
5,2019-12-21,Love the smell and the color was wonderful for the fall
5,2018-11-27,I found this candle had good scent for many hours and I like the scent as well👍
5,2018-05-21,The greatest candles ever. I like the food type candles and this one did not disappoint me.
5,2022-03-17,"Love Yankee candle, smells wonderful"
5,2018-01-11,The price was cheaper than on the store and my daughter in law was happy because it was the gift she wants
5,2020-03-13,Great!
5,2019-05-28,My favorite candle.  I love the scent.
5,2021-03-27,I love it!! It’s my favorite scent and it lasted for months ❤️
5,2019-09-02,Smells awesome
5,2015-09-06,This candle is delicious. It will make you hungry for chocolate cake.  Wasn't packaged well and some leaked out. Outside the mess to clean up I've enjoyed it.
5,2018-10-03,I love this scent for fall and the price was $7 less than in store price
5,2021-10-12,Candle for those lovely fall days
5,2019-01-15,"What's not to love about Yankee Candle ""Home Sweet Home""."
5,2020-04-12,single wick burns long smells good
5,2018-05-22,"exactly wonderful,burns slow and amazing..buying again when the one i bought is finished."
5,2018-01-04,The scent is wonderful and the candle can burn for a long time especially with a candle topper on it.
5,2021-08-27,Love the scent
5,2021-01-03,Love this scent! Really does have a “homey” smell to it. Very fragrant yet not overpowering.
