Rating,Date,Review
5,2021-01-27,I got it this morning and have going know. It's worth the money.
5,2019-12-31,Came broken- but not your fault. Top of jar was smashed. Lovely smell.Good price. Postal is crazy at Christmas time. U marked fragile.
5,2020-08-24,This candle smells more like oil versus the fragrance. I am greatly disappointed. I have another lemongrass candle by this company and its awesome. I am going to send in back.
5,2020-01-18,OMG what a great product. The smell is so beautiful. Although it is one wick the scent  that it leaves throughout your home is exceptional.
5,2020-04-27,I love this candle. The scent is relaxing and the candle lasts a long time. I have bought a few Yankee Candles from Amazon and I've loved them all.
5,2021-12-25,Love this.  Wonderful scent.
5,2020-12-11,these candles have the best scent ever and lasts a long time love them
5,2020-03-20,This candle had the most lovely scent! I bought it originally for a gift. But when it arrived I loved it too much to give it away. 😉
5,2020-12-16,"It's the typical Yankee candle product, high quality and nice scent."
5,2021-05-07,Favorite aroma by far!! Don’t hesitate to try it. Smells like a beach full of luxury flowers 🌸
5,2021-02-05,It’s a little sweet smelling for me. Because of the great price I’d probably still buy it again.
5,2017-12-21,"Better price than the store and always a lovely scent for any time of year except maybe the heartless, disgusting month of February. It's light and sweet and I've found it to be one of the stronger scents."
5,2018-12-31,This is my favorite scent. Smells like real purple lilacs! Great to have because unfortuanately the real lilacs only stay in bloom about a week or so. Now I can enjoy the smell all year long if i want!
5,2020-12-18,I love this candle smell is great quality is great and you can never go wrong with this company
5,2019-12-26,Bought it on sale and it was an amazing value for this candle. Lasts a long timeaand makes my whole 900 sq foot apartment smell great
5,2022-03-05,"The scent is clean and somewhat mysterious.Has an above average throw to it, filling spaces well without becoming overwhelming.Highly recommended."
5,2019-02-01,"If you close your eyes while this is lit, it smells just like your in a lush summer rose garden, candle doesn’t smoke, wick is high quality so you’ll get every last hour out of these jars. Yankee is one of the best!"
5,2020-09-19,original product arrived broken. It was sent back and replaced without difficulty. Great product.
5,2021-06-29,Candle smells amazing
5,2021-10-02,I love Yankee Candles.  The lilac smell is amazing! Will definitely order another.
5,2021-05-05,Love the way it smells.  This candle had a strong fragrance. Did not disappoint.  Hate candle when the scent is so weak.  The whole room smelled like flowers.
5,2019-07-18,"I have had to have 2 replacement due to broken jars. This was a gift. Now it is a late gift. The boxes ok, you can hear the glass rattle around inside the box."
5,2021-08-20,Smells amazing
5,2020-07-16,Just love this Yankee Candle! Smells like fresh lilacs which is nice after the fresh ones outside are gone!
5,2020-06-12,I got this for my mom for Mother’s Day and she loves it! Smells like roses straight out of the garden. Very happy with my purchase!
5,2021-05-11,Got it for $16!  Great price!
5,2021-03-28,Smells the entire first floor of my condo beautifully.
5,2021-05-03,I like the smell of the candle
5,2021-08-26,nice
5,2020-08-12,Lasted longer than other Yankee candles and burnt all the way down. Great scent. Will buy again.
5,2018-04-19,"Smells great. A little sweet, clean summer scent. I haven't smelled anything else similar. Long burn time and the frangrance feels the room. I watch the Yankee candles for price drops and then order - I find them to be a little pricey."
5,2019-11-24,I just love these candles. I have buying way to many. lol great when they are on sale. Come fast. Thank you and I will be buying more.
5,2013-08-28,"I typically get all my candles from Bath and Body Works and follow all the sales. Jasmine is one of my favorite scents and have been unable to get something with it for a while so I gave this a shot. It's not my favorite combo, but anything with Jasmine in it can never go wrong. Smell is relaxing and definitely can fill a room. I recommend it!"
5,2021-07-23,Smells great
5,2020-10-04,Love this scent. Smells like sweet lavender. Not over powering. Will buy again.
5,2020-12-15,Wonderful smell! Great price. Came packaged very nicely
5,2021-09-18,ty
5,2022-05-19,"Quick delivery, great candle, and scent."
5,2020-11-21,This is my favorite scent of yankee candle and it was a great price!
5,2021-07-30,Great product
5,2019-02-03,"Love this scent! It's a light floral lilac smell and it smells very fresh and clean. It is not overwhelming either, as I do not like really strong fragrances. Cheaper here on Amazon than at the store, worth buying on here for sure."
5,2021-07-02,Like but too strong
5,2021-05-24,Smells amazing! Very beachy!!
5,2019-05-19,"Good scent, great price, average throw.  You wont be disappointed if buying this as a cheaper Yankee candle.  Coughing up the full $30 might leave you disappointed though."
5,2017-12-05,This is by far my favorite home fragrance. I love the clean scent and get complimented on the light fragrance all the time. I use the candle in conjunction with the scented beads and electric scented outlets.
5,2020-01-14,I love the quality of the yankee candleMy Daughter loves this scent and loves pink so it was a great Christmas gift for her room at college.
5,2020-05-11,Wonderful smell. Love it. Very fast to ship and a great price. I ordered  1 but it was so great I placed an order for 2....
5,2022-06-12,Smells great and burns for a long time.  One of the best ones Yankee candle makes.
5,2021-01-11,Lovely scent...smells like roses.  Long lasting.
5,2016-05-06,Candle smells great and my wife really likes how it makes our bedroom smell at night.  Amazon did a poor job of packing the item though because it arrived broken with glass everywhere.  I didn't want to bother cutting myself trying to send it back so we kept it and are just real careful when lighting it.
5,2020-07-08,Best scent ever. Have it in my home and in my car. Longlasting and always receive compliments!
5,2021-04-17,Love this scent...makes the entire house smell like spring.
5,2021-03-21,Lovely. My favorite. I can’t burn any other candle.
5,2020-11-15,Perfect & way cheaper price than going to the Yankee candle store !
5,2022-07-20,My teenage daughter loved it and took mine so I had to by another one. This is the what a candle should smell like. I enjoy giving them as gifts also. You can’t go wrong with this scent.
5,2022-01-10,"Nice scent, long lasting"
5,2021-09-03,The Yankee Candle is truly the best candle!
5,2020-04-15,Best smell EVER!!! I grew up with a gardenia bush right next to my bedroom window. Takes me back to my childhood ❤️❤️❤️❤️
5,2021-12-16,Loved the price!
5,2012-10-31,"As a bachelor, I decided it was incumbent upon me to find some nice candles.  As I began my online search (far be it from me to drive to a MALL!) I found one particular brand to be consistently higher priced than the bulk of the others.  As 'Yankee Candle' is a brand name I had heard mentioned by my sisters and daughter-in-law, I finally made the supreme sacrifice of spending more than a dollar for candles. Now I feel like an educated, extremely knowledgeable consumer, with above-average intelligence. Not true, but anyone visiting my home THINKS I'm smarter than the average guy!What a great smell! If you buy this candle, you won't be sorry!"
5,2020-05-05,"This is hands down the best candle I have ever purchased.. The smell is the perfect scent of lavender, honey and the sweetness of the Gelato. The smell dispurses perfectly, not overwhelming or too highly scented. Will be buying more!"
5,2021-05-27,Smells great and burns well.
5,2020-09-30,lasts longer than expected and seems to be a hit with everyone that comes into my office.
5,2022-01-28,Great gift for my mom and price was reasonable. She loves the rose smell. Same day delivery was Awesome. Thank you.
5,2021-03-06,Smells exactly like spring lilacs
